movie_ID;num_critic_for_reviews;picture_type;duration;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;movie_facebook_likes;num_voted_users;language;num_user_for_reviews;budget;origin_country;title_year;movie_rating;aspect_ratio;countries_launched_in;content_rating;gross
3220;286.0;Color;123.0;642.0;0.0;0;68;110941;122102.0;English;392.0;53205056.13;USA;2014;7.8;2.39;38.0;R;15294553.0
3221;412.0;;74.0;0.0;0.0;282;177;0;137145.0;English;859.0;374992002.0;USA;1999;5.9;2.39;52.0;NC-17;128200012.0
3222;221.0;Color;108.0;0.0;727.0;184;105;0;13092.0;English;137.0;1478804.859;USA;2015;2.9;1.89;35.0;R;14637490.0
3223;250.0;Color;121.0;82.0;2636.0;992;773;27771;70309.0;English;232.0;103477302.0;USA;1997;6.4;1.89;29.0;;39440655.0
3224;1.0;Color;89.0;794.0;232.0;0;0;0;30569.0;English;137.0;321574.6774;USA;1979;6.8;2.39;1.0;R;582024.0
3225;154.0;Color;171.0;21963.0;23168.0;684;649;14211;412255.0;English;443.0;96688486.75;USA;1996;8.3;2.39;54.0;PG-13;42438300.0
3226;550.0;Color;156.0;0.0;891.0;882;738;17000;211765.0;English;546.0;79085899.0;USA;2010;6.7;1.89;17.0;PG-13;105219735.0
3227;1.0;Color;128.0;64.0;781.0;77;87;0;22.0;French;1.0;38357.83463;USA;2016;9.0;1.89;6.0;R;100412.0
3228;1.0;Color;93.0;21.0;0.0;943;554;0;22.0;English;132.0;44194537.27;USA;1989;4.6;2.39;7.0;R;17951431.0
3229;75.0;Color;103.0;168.0;1059.0;833;618;2204;27389.0;English;183.0;3235824.768;USA;2002;7.2;1.89;1.0;R;676698.0
3230;104.0;Color;101.0;0.0;12000.0;898;764;0;54021.0;English;227.0;;USA;1996;5.7;2.39;37.0;R;25407250.0
3231;1.0;Color;124.0;0.0;0.0;0;0;1361;195493.0;English;1.0;119999450.0;USA;1993;2.1;1.89;19.0;R;48068396.0
3232;174.0;Black and White;129.0;21561.0;131.0;488;194;1152;36867.0;English;256.0;7930190.268;USA;1993;9.3;1.89;25.0;R;5032496.0
3233;20.0;;115.0;40.0;795.0;680;285;355;22.0;English;52.0;4404654.404;USA;1998;5.5;2.39;38.0;R;6543194.0
3234;25.0;Color;99.0;698.0;1186.0;904;642;0;36369.0;English;373.0;7690809.715;USA;1998;5.6;1.89;12.0;R;14567883.0
3235;136.0;;103.0;453.0;366.0;59;42;0;845.0;English;234.0;16827920.66;USA;2007;7.9;2.39;14.0;NC-17;37617947.0
3236;1.0;Color;126.0;217.0;24407.0;1205;1114;46156;250941.0;English;1.0;117010212.7;USA;2009;6.5;1.89;16.0;R;51535605.28
3237;233.0;Color;122.0;983.0;315.0;118;201;74718;217622.0;English;537.0;69977279.0;USA;2013;8.1;1.89;93.0;PG-13;46875468.0
3238;94.0;Color;117.0;244.0;16437.0;695;480;1137;18730.0;English;320.0;100791906.3;USA;2001;3.9;1.89;1.0;PG-13;32616869.0
3239;278.0;Color;108.0;12560.0;0.0;166;142;19868;64316.0;English;140.0;9700601.889;USA;2013;6.1;1.89;6.0;R;16684352.0
3240;160.0;Color;150.0;610.0;755.0;643;478;0;36894.0;French;105.0;151010.0;China;2008;7.4;2.39;5.0;R;626809.0
3241;74.0;Color;84.0;766.0;260.0;0;0;0;19869.0;English;77.0;1759789.221;UK;1991;6.3;2.39;3.0;R;12674183.0
3242;194.0;Color;135.0;846.0;83.0;11;9;0;37456.0;Others;229.0;25254.028;USA;2008;7.3;1.89;57.0;R;1829142.0
3243;354.0;Color;114.0;312.0;1327.0;179;103;0;36305.0;English;328.0;58216.24202;USA;2013;4.5;1.89;44.0;R;77501.0
3244;170.0;Color;108.0;696.0;7218.0;718;598;0;19762.0;English;25.0;13346.7542;USA;2004;5.3;1.89;1.0;R;54734.0
3245;28.0;Color;97.0;117.0;851.0;582;556;0;39508.0;English;96.0;56241687.0;USA;1993;7.5;2.39;54.0;R;27899584.33
3246;106.0;Color;104.0;143.0;12348.0;2194;1067;920;22651.0;Others;212.0;1059189.923;USA;2001;5.8;1.89;83.0;R;13491653.0
3247;287.0;Color;115.0;549.0;3000.0;912;911;18000;361169.0;English;489.0;120736041.0;USA;2004;7.9;2.39;10.0;R;54557964.78
3248;170.0;Color;100.0;11000.0;;1000;485;0;76770.0;English;203.0;188110225.0;USA;2009;4.9;1.89;100.0;PG-13;43337279.0
3249;112.0;Color;101.0;2.0;5333.0;967;1417;0;130004.0;English;694.0;19443572.87;USA;1995;4.9;2.39;59.0;R;37882551.0
3250;18.0;Color;113.0;0.0;773.0;742;596;0;6955.0;Others;32.0;81467448.81;USA;2016;3.9;2.39;81.0;;35010182.01
3251;121.0;Color;93.0;131.0;497.0;113;90;830;;English;76.0;2980325.0;USA;2007;6.5;1.89;13.0;R;2426851.0
3252;594.0;Color;104.0;221.0;7342.0;5065;664;0;29778.0;English;660.0;412507730.0;USA;1995;3.8;2.39;48.0;PG-13;113745408.0
3253;242.0;Color;111.0;103.0;975.0;933;698;10263;104430.0;English;141.0;9019025.33;USA;2012;5.9;1.89;87.0;R;45045037.0
3254;1.0;Color;105.0;5.0;1000.0;860;840;0;19582.0;English;155.0;1038798.806;UK;1987;3.7;2.39;41.0;R;17300889.0
3255;157.0;Color;101.0;47.0;658.0;636;407;762;28714.0;English;215.0;2987622.0;USA;2003;7.0;1.89;87.0;R;8243880.0
3256;749.0;Color;57.0;21.0;0.0;0;0;1466;223841.0;English;433.0;149059932.2;USA;2005;2.3;2.39;16.0;NC-17;100446895.0
3257;75.0;Color;88.0;5.0;11000.0;387;338;288;15880.0;English;93.0;12718841.0;USA;2004;4.9;1.89;1.0;R;6471394.0
3258;152.0;Color;85.0;15.0;23420.0;1025;503;0;16594.0;English;132.0;1349032.933;USA;1999;7.8;2.39;65.0;R;1292119.0
3259;110.0;Color;103.0;210.0;24241.0;18803;0;0;63074.0;;366.0;49757446.53;USA;1989;8.6;2.39;6.0;R;10725228.0
3260;192.0;Color;103.0;520.0;23462.0;689;31;17733;30085.0;English;108.0;5634571.955;USA;2009;7.6;2.39;37.0;R;15785632.0
3261;88.0;Color;89.0;165.0;0.0;0;0;447;13223.0;English;234.0;12210009.7;UK;1995;8.0;2.39;37.0;R;2856622.0
3262;732.0;Color;126.0;80.0;668.0;641;225;0;126907.0;English;741.0;63224740.0;USA;1984;7.2;2.39;7.0;PG;90800000.0
3263;109.0;Color;61.0;0.0;28352.0;7370;1536;0;25655.0;English;311.0;9164934.401;USA;2010;5.9;1.89;15.0;R;11560259.0
3264;365.0;Color;120.0;20330.0;0.0;0;102;33271;94678.0;English;106.0;9795493.281;USA;2016;5.4;1.89;32.0;R;16684352.0
3265;189.0;Color;;57.0;553.0;357;176;0;77117.0;English;125.0;57018507.98;USA;2002;4.8;1.89;3.0;R;38543473.0
3266;117.0;Color;89.0;170.0;1012.0;289;154;0;;English;424.0;42134743.7;USA;2004;6.6;2.39;17.0;R;15071514.0
3267;371.0;Color;97.0;143.0;898.0;280;200;0;123163.0;English;248.0;60656033.35;USA;1995;6.8;1.89;1.0;R;56631572.0
3268;1.0;Color;138.0;0.0;20916.0;1184;1198;1649;;English;104.0;25443746.6;USA;1983;7.3;1.89;20.0;R;10300000.0
3269;64.0;Color;84.0;8.0;557.0;262;232;592;16013.0;English;103.0;1368304.307;USA;2002;5.8;1.89;79.0;R;4777007.0
3270;1.0;Color;80.0;41.0;60209.0;352;488;1634;;English;272.0;47191714.62;;1979;4.4;2.39;29.0;R;34872293.0
3271;644.0;Color;163.0;283.0;0.0;1028;776;40792;110964.0;English;331.0;26566983.0;USA;2006;9.3;2.39;9.0;PG;52066000.0
3272;200.0;Color;;;798.0;769;345;0;31890.0;English;194.0;143768.0;USA;2006;6.6;2.39;1.0;R;136432.0
3273;120.0;Color;118.0;0.0;0.0;1441;1015;5324;;English;178.0;169406090.4;USA;2002;7.3;2.39;78.0;PG-13;58885635.0
3274;162.0;;126.0;45.0;618.0;0;0;0;38062.0;French;166.0;9927889.951;USA;2007;7.3;2.39;4.0;R;5701643.0
3275;1.0;Color;84.0;269.0;0.0;388;132;0;45225.0;English;1.0;141399063.4;USA;1981;6.0;1.89;18.0;PG;39514713.0
3276;233.0;Color;37.0;0.0;25921.0;24029;0;39652;520432.0;English;514.0;26440918.45;USA;2015;8.2;1.89;24.0;PG-13;75590286.0
3277;437.0;Color;97.0;11.0;901.0;775;595;0;273953.0;English;520.0;71704984.0;USA;1994;6.4;2.39;8.0;PG-13;144833357.0
3278;76.0;Color;110.0;0.0;0.0;0;135;0;53383.0;English;407.0;9834848.786;UK;1987;9.3;1.89;42.0;R;15500000.0
3279;21.0;Color;185.0;460.0;13000.0;4816;1292;0;180334.0;English;207.0;93468240.41;USA;1989;5.8;2.39;18.0;PG-13;56083966.0
3280;382.0;Color;107.0;45.0;577.0;322;113;24950;91213.0;English;234.0;15866889.02;USA;2012;6.6;1.89;86.0;R;18298649.0
3281;238.0;Color;108.0;79.0;900.0;759;25;0;61018.0;English;403.0;61281787.0;USA;1995;5.8;2.39;7.0;PG-13;60054449.0
3282;50.0;Color;122.0;0.0;20946.0;25216;763;0;;English;204.0;24936172.09;USA;1993;7.9;2.39;1.0;R;22551000.0
3283;713.0;Color;102.0;148.0;8000.0;973;135;881;47573.0;English;343.0;259338669.0;USA;2001;5.7;2.39;76.0;PG-13;93607997.43
3284;149.0;Color;81.0;0.0;22763.0;0;594;0;83699.0;English;161.0;8834438.813;USA;2009;7.5;1.89;93.0;R;8579684.0
3285;95.0;Color;118.0;0.0;696.0;663;543;0;69481.0;English;145.0;49347296.15;USA;2006;7.2;2.39;12.0;PG;42643187.0
3286;251.0;Color;124.0;122.0;13044.0;873;131;91964;;English;391.0;55312161.94;USA;2014;7.7;2.39;6.0;R;35887263.0
3287;156.0;Color;86.0;24.0;0.0;933;632;0;124916.0;English;389.0;49868384.06;USA;1999;5.5;2.39;48.0;;40846082.0
3288;265.0;Color;128.0;1133.0;1314.0;0;0;15950;101062.0;English;400.0;271741230.7;USA;2014;6.2;1.89;13.0;PG-13;73103784.0
3289;279.0;Color;117.0;1209.0;24121.0;1590;348;48395;158052.0;English;481.0;76111480.29;USA;2012;5.9;2.39;36.0;PG;83503161.0
3290;38.0;Color;76.0;72.0;21795.0;17099;606;0;4375.0;English;572.0;300407674.1;USA;2011;2.0;1.89;15.0;NC-17;74158157.0
3291;574.0;Color;138.0;487.0;38317.0;32115;0;162044;257802.0;English;556.0;124639681.5;USA;2014;9.1;2.39;;PG-13;70235322.0
3292;355.0;Color;111.0;214.0;10000.0;9000;3000;32000;;English;453.0;168003.0;USA;2009;7.3;1.89;8.0;R;56692.0
3293;71.0;Color;84.0;217.0;921.0;941;797;1068;108680.0;English;31.0;34855300.38;USA;2004;5.1;1.89;1.0;R;47811275.0
3294;1.0;Color;88.0;0.0;731.0;504;459;762;22.0;English;1.0;11985183.93;UK;1996;2.2;2.39;43.0;PG;36037909.0
3295;760.0;Color;110.0;0.0;23574.0;22256;20534;0;228871.0;English;334.0;115822604.7;USA;2015;5.5;2.39;11.0;PG;130313314.0
3296;471.0;Color;116.0;463.0;912.0;940;771;18017;129125.0;English;335.0;23285358.19;USA;2014;8.5;2.39;82.0;R;47536959.0
3297;16.0;Color;81.0;21.0;0.0;0;781;0;13238.0;English;215.0;16154427.64;USA;1995;5.1;1.89;73.0;R;3071947.0
3298;762.0;Color;64.0;342.0;1000.0;567;591;0;138868.0;English;492.0;104065686.2;USA;1990;6.9;2.39;90.0;PG;81516986.52
3299;263.0;Color;97.0;0.0;60702.0;1276;259;4390;58620.0;English;96.0;10908286.08;UK;2006;3.8;1.89;7.0;G;31607598.0
3300;120.0;Color;93.0;241.0;52508.0;657;622;0;149081.0;English;536.0;56560436.15;USA;2003;6.4;1.89;1.0;PG-13;47781388.0
3301;342.0;Color;141.0;22775.0;7991.0;11000;0;5748;120639.0;English;234.0;130938582.9;USA;2006;7.5;2.39;15.0;PG-13;37489688.18
3302;573.0;;111.0;0.0;1676.0;16613;15219;0;161866.0;English;320.0;115798127.6;USA;2007;6.2;2.39;35.0;PG-13;130313314.0
3303;283.0;Color;110.0;0.0;19465.0;2983;1264;0;;English;217.0;;USA;2006;7.1;1.89;29.0;R;16264475.0
3304;1.0;Color;86.0;55.0;650.0;298;257;72;10688.0;English;63.0;584456.8479;USA;1988;4.9;2.39;5.0;R;3559990.0
3305;104.0;Color;78.0;0.0;1059.0;659;591;13186;133736.0;English;259.0;7396763.964;USA;1988;7.0;1.89;7.0;PG;38119483.0
3306;54.0;Color;99.0;0.0;26000.0;1000;798;0;29463.0;English;84.0;315316.0;USA;2001;6.5;2.39;25.0;R;92191.0
3307;147.0;Color;150.0;163.0;2000.0;716;636;8000;20419.0;English;259.0;33635.0;USA;2008;6.7;2.39;;R;140244.0
3308;612.0;Color;191.0;648.0;0.0;0;0;108123;138564.0;English;385.0;218789226.0;USA;2014;9.0;2.39;67.0;PG-13;161029270.0
3309;27.0;;90.0;10.0;0.0;0;0;0;2084.0;English;12.0;756581.085;USA;2013;8.4;1.89;79.0;R;287761.0
3310;242.0;Black and White;122.0;0.0;326.0;326;54;39000;124930.0;French;273.0;25099781.0;USA;2001;8.4;2.39;62.0;R;33201661.0
3311;222.0;Color;85.0;57.0;37.0;9;6;4000;55597.0;French;148.0;125348.0;USA;2009;6.6;1.89;1.0;R;27024.0
3312;536.0;Black and White;109.0;0.0;3.0;519;477;59;168274.0;English;647.0;27616205.66;USA;2005;7.1;1.89;27.0;NC-17;64955956.0
3313;7.0;Color;110.0;0.0;0.0;0;0;0;26412.0;French;72.0;270293.6525;Others;1991;7.1;1.89;27.0;R;700000.0
3314;15.0;Color;106.0;299.0;22762.0;2087;360;927;14220.0;English;35.0;29049691.25;USA;1988;6.0;1.89;58.0;R;10555348.0
3315;192.0;Color;51.0;10.0;0.0;109;0;11019;14605.0;English;335.0;49702481.24;USA;2011;4.4;1.89;14.0;R;31537320.0
3316;186.0;Color;114.0;0.0;142.0;117;110;472;27664.0;English;120.0;150822908.0;USA;2008;6.0;2.39;;PG-13;31199215.0
3317;1.0;Color;96.0;152.0;0.0;44;0;29665;199604.0;English;1.0;224428992.2;USA;2016;5.1;2.39;59.0;R;47553512.0
3318;1.0;Color;159.0;0.0;0.0;0;0;0;53548.0;;588.0;75262366.8;USA;1933;6.4;2.39;17.0;PG-13;22800000.0
3319;759.0;Color;90.0;259.0;0.0;350;387;894;19688.0;English;587.0;34900814.19;Others;2006;6.0;2.39;19.0;NC-17;72601713.0
3320;38.0;Color;82.0;0.0;1278.0;1386;1289;0;56174.0;Others;286.0;518080.5027;USA;2002;3.0;1.89;11.0;R;480314.0
3321;209.0;Color;101.0;0.0;0.0;228;244;0;60017.0;English;432.0;37353822.17;USA;2002;4.6;1.89;;R;35143332.0
3322;24.0;Color;101.0;31.0;690.0;457;448;0;2189.0;English;31.0;14162532.0;USA;1997;4.6;1.89;84.0;R;6448817.0
3323;53.0;Color;170.0;23.0;7.0;6;2;0;18980.0;English;74.0;2154307.0;USA;1994;8.3;2.39;38.0;R;7830611.0
3324;275.0;Color;111.0;483.0;20720.0;364;395;25855;41487.0;English;196.0;18264749.07;USA;2015;5.8;1.89;94.0;PG;34964818.0
3325;163.0;Color;98.0;136.0;1000.0;945;833;0;62198.0;English;139.0;9691225.277;USA;2012;5.6;2.39;1.0;R;17225675.0
3326;68.0;Color;94.0;64.0;13605.0;21750;1127;0;216812.0;English;616.0;21712743.58;USA;1997;8.0;2.39;54.0;PG;50173190.0
3327;60.0;Color;98.0;47.0;138.0;63;51;748;2278.0;English;12.0;54634.30819;USA;2015;5.1;2.39;16.0;R;52961.0
3328;78.0;Color;191.0;521.0;896.0;681;482;543;22.0;English;233.0;37274471.87;USA;2002;5.9;1.89;43.0;R;22843047.0
3329;761.0;Color;;1000.0;0.0;1219;369;0;78387.0;English;380.0;97774442.06;USA;2001;4.8;1.89;5.0;R;70360285.0
3330;95.0;Color;117.0;0.0;1166.0;514;135;0;30571.0;Dutch;320.0;2593308.4;USA;1990;6.1;1.89;7.0;R;18090181.0
3331;114.0;Color;93.0;75.0;701.0;461;446;0;26773.0;English;277.0;176766.0;USA;2002;6.7;2.39;1.0;R;145540.0
3332;32.0;Color;118.0;0.0;738.0;295;227;0;10895.0;English;150.0;8651513.0;USA;1978;5.2;1.89;64.0;;13000000.0
3333;81.0;Color;101.0;13.0;651.0;555;499;401;14147.0;English;92.0;61181083.0;USA;2003;5.6;2.39;30.0;R;15408822.0
3334;764.0;Color;233.0;102.0;0.0;0;0;0;133989.0;English;345.0;174418470.0;USA;2008;4.7;1.89;40.0;PG;88246220.0
3335;392.0;Color;137.0;16000.0;29000.0;6000;363;16000;102728.0;English;279.0;103876576.0;USA;2011;6.6;1.89;88.0;PG-13;37304950.0
3336;77.0;Color;82.0;27.0;556.0;316;286;0;4437.0;English;34.0;194845.4347;USA;2001;3.1;1.89;3.0;R;143000.0
3337;83.0;Black and White;104.0;60.0;659.0;417;461;916;10514.0;English;264.0;44337924.78;USA;1999;4.4;2.39;16.0;R;17757087.0
3338;30.0;;120.0;50.0;11866.0;1031;699;0;27937.0;English;500.0;88328512.2;USA;1992;6.6;1.89;20.0;PG-13;60491560.0
3339;205.0;Color;138.0;321.0;412.0;99;0;0;10915.0;French;1.0;316395.8912;Others;2008;7.3;2.39;48.0;R;171320.0
3340;;Color;157.0;0.0;3595.0;1345;1357;39491;170667.0;English;643.0;15178533.38;USA;2000;8.3;1.89;12.0;R;25592632.0
3341;198.0;Color;101.0;50.0;22000.0;14000;1000;0;73368.0;English;248.0;53637945.0;USA;2008;6.0;1.89;1.0;R;40076438.0
3342;324.0;Color;155.0;0.0;26809.0;0;0;37935;249752.0;English;5059.0;199747839.5;USA;1992;9.3;1.89;1.0;R;171383253.0
3343;134.0;Color;100.0;63.0;773.0;701;614;0;28222.0;English;333.0;2314164.827;Others;1998;7.1;2.39;1.0;R;2060953.0
3344;250.0;Color;101.0;0.0;0.0;311;239;0;190378.0;English;1.0;200121475.3;USA;2007;4.8;2.39;1.0;;52528330.0
3345;146.0;Color;156.0;0.0;19166.0;320;0;19229;60134.0;English;323.0;4452922.802;USA;2007;9.3;1.89;1.0;;5128124.0
3346;38.0;Color;216.0;786.0;2051.0;942;828;0;34991.0;English;147.0;90366774.38;USA;1993;6.6;2.39;32.0;PG-13;25052000.0
3347;106.0;Color;;13.0;0.0;871;82;0;85540.0;English;465.0;37696208.63;USA;1994;7.5;2.39;4.0;R;45857453.0
3348;254.0;Color;109.0;59.0;14283.0;435;460;0;49505.0;English;509.0;25542571.1;USA;2006;4.2;1.89;21.0;PG-13;28031250.0
3349;104.0;;89.0;13979.0;8285.0;0;213;0;41654.0;English;140.0;694174.1093;USA;1995;7.6;2.39;19.0;R;10569071.0
3350;3.0;Color;92.0;49.0;430.0;0;0;1;951.0;French;15.0;8956.116594;China;2013;4.7;2.39;19.0;R;55202.0
3351;1.0;Color;105.0;0.0;;425;434;737;22.0;English;1.0;23270025.48;USA;2005;5.2;2.39;24.0;R;34746109.0
3352;390.0;Color;116.0;198.0;17000.0;1000;884;25000;92237.0;English;366.0;22580494.0;USA;2010;7.2;2.39;24.0;R;12134420.0
3353;556.0;Color;137.0;0.0;7921.0;440;353;0;196819.0;English;680.0;317679982.6;USA;1981;8.1;1.89;6.0;PG-13;141340178.0
3354;42.0;Color;69.0;0.0;1431.0;668;91;0;476.0;Others;29.0;272285.6758;USA;2001;6.9;2.39;17.0;R;196067.0
3355;14.0;Color;120.0;0.0;0.0;0;354;0;;English;565.0;248042063.3;USA;1991;7.3;2.39;28.0;PG-13;65001401.14
3356;476.0;Color;97.0;51.0;31640.0;1131;810;1144;291061.0;English;604.0;191225625.7;USA;2003;3.2;2.39;14.0;NC-17;61113569.14
3357;97.0;Color;168.0;469.0;1048.0;890;117;1286;5958.0;English;14.0;4832598.592;USA;2005;5.3;1.89;69.0;R;16123851.0
3358;305.0;Color;101.0;24.0;1940.0;2077;651;0;149009.0;English;649.0;44558533.41;USA;2009;6.3;2.39;81.0;PG;64149837.0
3359;349.0;Color;138.0;0.0;16484.0;466;478;55351;176985.0;Others;279.0;10917696.12;USA;2015;6.1;2.39;24.0;PG-13;49874933.0
3360;127.0;Color;151.0;0.0;42749.0;1569;1340;0;90116.0;English;429.0;5148522.887;USA;2010;8.6;2.39;7.0;;6855137.0
3361;561.0;Color;137.0;0.0;1017.0;631;717;103189;305271.0;English;757.0;396645340.1;USA;2012;8.0;2.39;1.0;PG-13;136020044.6
3362;13.0;Color;84.0;0.0;588.0;744;233;0;;English;1.0;3023342.784;USA;2010;6.0;1.89;31.0;R;883887.0
3363;299.0;;210.0;0.0;0.0;768;295;18411;54210.0;English;546.0;40444035.45;USA;2006;8.9;2.39;23.0;R;22450975.0
3364;1.0;Color;207.0;22852.0;12856.0;19862;20221;0;30527.0;English;45.0;35986073.45;USA;1986;6.9;1.89;18.0;R;44175394.0
3365;96.0;Color;110.0;42.0;0.0;0;0;0;23507.0;English;44.0;125887714.5;USA;2015;6.5;1.89;27.0;R;24984868.0
3366;2.0;Color;114.0;436.0;808.0;429;187;0;1741.0;English;33.0;4721892.692;USA;1996;8.5;2.39;66.0;R;1100000.0
3367;198.0;Color;91.0;445.0;22906.0;16395;1022;0;36158.0;English;105.0;45541467.35;USA;2008;6.2;1.89;6.0;R;10814185.0
3368;;Color;97.0;106.0;748.0;384;357;0;152342.0;English;161.0;165540195.0;USA;1996;6.9;2.39;1.0;R;50129186.0
3369;135.0;Color;137.0;1241.0;26512.0;826;834;18370;69723.0;English;1.0;37094665.8;USA;2016;6.8;2.39;13.0;R;12276810.0
3370;;Color;72.0;0.0;359.0;133;443;0;17153.0;English;76.0;745377.0914;USA;2014;7.1;1.89;26.0;R;3122616.0
3371;612.0;Color;193.0;22872.0;18657.0;1421;785;68461;192796.0;English;539.0;131601490.3;USA;2010;8.5;1.89;41.0;PG-13;102515793.0
3372;507.0;;123.0;0.0;971.0;740;740;0;65476.0;English;547.0;42056321.42;USA;2015;4.1;2.39;91.0;PG;65623128.0
3373;154.0;Color;53.0;;1067.0;596;305;0;2467.0;English;70.0;28704513.71;USA;2005;2.2;1.89;;R;15818967.0
3374;585.0;Color;109.0;180.0;671.0;328;276;67729;240223.0;English;1307.0;32379703.67;USA;2016;5.3;2.39;44.0;PG-13;118099659.0
3375;163.0;Color;88.0;0.0;2504.0;0;852;0;125091.0;English;565.0;14094251.77;USA;1999;7.4;1.89;33.0;R;4859475.0
3376;157.0;Color;115.0;0.0;85.0;79;35;11000;173551.0;French;361.0;20327116.0;USA;2000;8.1;1.89;22.0;R;5383834.0
3377;545.0;Color;124.0;0.0;8000.0;818;701;0;250788.0;English;707.0;219851522.0;USA;1998;6.7;1.89;99.0;PG-13;91030827.0
3378;53.0;Color;98.0;11.0;574.0;396;435;0;;English;143.0;3042006.07;USA;2015;5.3;1.89;34.0;R;10429707.0
3379;368.0;Color;91.0;97.0;17419.0;513;259;24750;118081.0;English;455.0;651701.5123;USA;2010;7.0;2.39;25.0;R;1028658.0
3380;375.0;Color;146.0;1.0;17577.0;1298;1093;41862;77816.0;English;231.0;4064075.809;USA;2004;9.2;1.89;38.0;PG;34531832.0
3381;690.0;;158.0;112.0;1050.0;1136;154;0;164897.0;English;753.0;245686193.6;USA;1983;5.6;2.39;7.0;R;121945720.0
3382;112.0;Color;91.0;0.0;1194.0;220;186;0;44768.0;English;542.0;4292332.428;USA;2000;1.9;1.89;16.0;R;37188667.0
3383;1.0;Color;83.0;0.0;27844.0;1027;972;0;180859.0;English;1.0;200081180.6;USA;2010;4.5;1.89;38.0;PG-13;47000485.0
3384;11.0;Color;89.0;7.0;986.0;664;474;56;22.0;English;1.0;304129.9859;USA;2014;4.1;1.89;23.0;R;92362.0
3385;203.0;Color;148.0;27.0;538.0;0;0;0;39986.0;French;198.0;9901623.607;USA;2004;8.2;1.89;8.0;R;5701643.0
3386;225.0;Color;109.0;187.0;818.0;467;204;0;28483.0;;176.0;382974.0;USA;2010;6.1;1.89;1.0;R;214966.0
3387;58.0;Color;87.0;29.0;1000.0;794;522;847;18571.0;English;120.0;20945806.0;USA;2008;5.3;2.39;68.0;R;6563357.0
3388;262.0;Color;117.0;43.0;;462;244;0;75280.0;English;267.0;23177931.0;USA;1967;6.9;2.39;99.0;R;43100000.0
3389;68.0;Color;90.0;0.0;0.0;0;10;0;5319.0;English;14.0;15031541.83;USA;2007;5.5;2.39;28.0;R;25240988.0
3390;150.0;Color;97.0;0.0;17283.0;786;747;0;79884.0;English;308.0;63305574.23;USA;2009;5.5;2.39;87.0;R;44867349.0
3391;269.0;Color;124.0;251.0;30849.0;26970;2869;0;418926.0;English;1021.0;401779842.4;USA;2004;7.0;1.89;89.0;PG-13;179881127.8
3392;50.0;Color;84.0;;925.0;729;611;0;22697.0;English;202.0;153845.0;USA;1996;7.6;2.39;5.0;R;2892582.0
3393;520.0;Color;165.0;0.0;22510.0;14645;12404;159944;240652.0;English;;277054477.1;USA;2013;7.6;1.89;7.0;PG-13;148775460.0
3394;268.0;Color;;1000.0;19000.0;17000;1000;23000;60926.0;English;302.0;110833167.0;USA;2016;6.4;2.39;86.0;R;30000073.66
3395;75.0;Color;;0.0;443.0;361;0;0;22.0;English;357.0;58978236.14;USA;2008;4.8;2.39;14.0;R;22160085.0
3396;132.0;Color;108.0;419.0;1000.0;1403;853;0;5715.0;English;30.0;3715796.359;USA;2005;5.4;1.89;19.0;R;6998324.0
3397;370.0;Color;109.0;196.0;5324.0;589;586;0;194034.0;English;1.0;68181500.86;USA;2016;6.3;2.39;33.0;PG;42019483.0
3398;83.0;Color;102.0;313.0;1030.0;0;0;953;32499.0;English;191.0;12267399.75;USA;2006;4.0;1.89;38.0;R;12181484.0
3399;156.0;Color;37.0;0.0;17991.0;1562;1374;0;152551.0;English;229.0;110817441.5;USA;2013;5.3;2.39;7.0;NC-17;51053787.0
3400;5.0;;72.0;539.0;820.0;378;95;957;22.0;English;239.0;38589449.87;USA;1996;3.0;2.39;89.0;R;14218868.0
3401;20.0;Color;162.0;251.0;16810.0;834;405;0;;English;1.0;50909833.08;USA;1994;7.5;2.39;85.0;PG-13;37901509.0
3402;244.0;Color;105.0;0.0;517.0;288;259;0;238547.0;English;293.0;6925782.311;USA;2009;8.1;1.89;7.0;R;26781723.0
3403;757.0;Color;95.0;1484.0;33173.0;20137;1232;85075;331014.0;English;688.0;92082582.9;USA;2016;8.5;2.39;41.0;PG-13;98895417.0
3404;139.0;Color;60.0;12.0;0.0;444;356;0;86317.0;English;577.0;5133448.571;UK;1991;5.4;2.39;18.0;R;37470017.0
3405;244.0;Color;117.0;50.0;21996.0;1563;1176;58778;22.0;English;220.0;32816671.55;USA;2001;1.6;1.89;12.0;R;13998282.0
3406;49.0;Color;85.0;2.0;817.0;641;502;314;;English;43.0;7096740.709;USA;2003;5.1;1.89;;R;37566230.0
3407;423.0;Color;127.0;41.0;482.0;410;249;2060;66725.0;English;246.0;150415616.1;USA;1980;6.8;1.89;23.0;PG-13;62300000.0
3408;33.0;Color;81.0;364.0;868.0;791;352;145;22.0;English;16.0;977854.5946;USA;2000;6.4;2.39;84.0;R;226792.0
3409;91.0;Color;88.0;31.0;1000.0;489;489;0;59380.0;English;202.0;28617654.0;USA;1999;5.7;2.39;6.0;R;65535067.0
3410;588.0;Color;159.0;3470.0;44965.0;17211;773;143895;101237.0;English;689.0;78897432.62;USA;2006;8.7;2.39;6.0;R;26903709.0
3411;1.0;Color;312.0;0.0;34583.0;1322;318;0;27152.0;English;1.0;97029645.96;USA;1979;9.3;2.39;19.0;PG-13;48169908.0
